"last_name, first_name","player_id","year","pa","k_percent","bb_percent","woba","xwoba","sweet_spot_percent","barrel_batted_rate","hard_hit_percent","avg_best_speed","avg_hyper_speed","whiff_percent","swing_percent"
"Urías, Julio",628711,2021,745,26.2,5.1,".266",".272",31.7,5.3,30.3,"74.37826752","92.763477541",24.3,51.3
"Crowe, Wil",640444,2021,524,21.2,10.9,".369",".347",33.4,9.4,37.1,"77.981150289","93.994251763",25.5,44.7
"Manaea, Sean",640455,2021,754,25.7,5.4,".310",".312",34.5,8,41.2,"79.634341937","94.771894139",27.1,51.5
"Alzolay, Adbert",640470,2021,519,24.7,6.6,".312",".326",33.8,9.9,38.1,"78.271738353","94.334088529",27.2,49.3
"Dunning, Dane",641540,2021,511,22.3,8.4,".336",".332",31.4,8.1,43.5,"77.886593699","94.650115246",23.2,46.3
"Keller, Brad",641745,2021,613,19.6,10.4,".358",".380",37,10.9,45,"78.653706172","95.050376316",22.4,44.8
"Mahle, Tyler",641816,2021,759,27.7,8.4,".308",".298",34.1,6.5,34.3,"77.107022328","93.357444017",28.4,45.2
"Yarbrough, Ryan",642232,2021,653,17.9,4.1,".325",".322",37.6,7.8,28.2,"72.605645569","92.517574959",21.1,48.8
"Peralta, Freddy",642547,2021,580,33.6,9.7,".252",".253",33.3,6,31.8,"75.491273974","92.848436603",34.2,45.6
"Alcantara, Sandy",645261,2021,837,24,6,".279",".287",29.9,6.1,39.4,"75.365831333","93.983632175",27.5,53.3
"Cease, Dylan",656302,2021,708,31.9,9.6,".295",".294",37,9.9,38.8,"78.65144905","94.13969505",34.6,46.8
"Montgomery, Jordan",656756,2021,661,24.5,7.7,".299",".310",35.4,7.4,36.5,"76.20211733","93.84232457",29.2,50.4
"Webb, Logan",657277,2021,596,26.5,6,".274",".276",28.2,5.6,38.8,"76.488039278","94.013392268",28.7,46.6
"Ohtani, Shohei",660271,2021,533,29.3,8.3,".279",".281",31.9,7.1,39.9,"76.761769308","94.113869591",28.9,48
"Bubic, Kris",663460,2021,556,20.5,10.6,".337",".349",34.8,9,39.6,"77.282799734","94.2339008",23.4,44.8
"Allard, Kolby",663465,2021,534,19.5,5.8,".331",".343",34.7,10.6,39,"78.973263622","94.487751049",19.8,48.4
"Mize, Casey",663554,2021,612,19.3,6.7,".308",".338",33,10,40,"77.920382182","94.371120888",22.6,45.8
"McClanahan, Shane",663556,2021,517,27.3,7.2,".304",".327",36.8,10.7,45.7,"80.852535212","95.640838697",32.1,50.2
"Singer, Brady",663903,2021,586,22.4,9,".338",".326",32.7,5.6,37.6,"77.036143333","94.101839871",25.3,43.7
"Brubaker, JT",664141,2021,537,24,6.9,".340",".329",33.4,8.8,38.7,"77.573203371","94.269267662",27.4,47.5
"Valdez, Framber",664285,2021,572,21.9,10.1,".288",".301",21.4,5.8,44.4,"80.442401862","94.90935976",26.3,42.4
"Anderson, Ian",666120,2021,535,23.2,9.9,".293",".317",29.4,9.5,38.7,"76.277428889","94.247479971",28.6,46.1
"Plesac, Zach",668676,2021,598,16.7,5.7,".314",".325",32.2,9.4,43.4,"80.35574652","94.850298013",23.1,51
"Gallen, Zac",668678,2021,523,26.6,9.4,".313",".306",32.7,7.9,43,"78.810645679","94.106073611",23.6,44.3
"Burnes, Corbin",669203,2021,657,35.6,5.2,".232",".219",29.5,3.1,30.5,"73.534577884","92.749467427",37.3,49.2
"Gilbert, Logan",669302,2021,503,25.4,5.6,".305",".310",36.4,8.8,44.6,"79.708084675","94.684913828",27.1,50.9
"Skubal, Tarik",669373,2021,634,25.9,7.4,".332",".356",35.3,13.9,45.1,"78.79621285","95.450602833",26.7,48.9
"Rogers, Trevor",669432,2021,550,28.5,8.4,".270",".283",34.9,5,36.7,"75.956438563","93.768583563",31,49.4
"Garcia, Luis",677651,2021,633,26.4,7.9,".297",".304",34.1,7.3,38.7,"76.559569069","93.917835637",30.7,47.1
